Season,Intercept,OtherAgriculture_Proximate,Alfalfa_Proximate,BareSoil_Proximate,SimpsonDiversity_Proximate,ShannonDiversity_Proximate,Impermeable_Proximate,log_AllAph,DesertShrub_Proximate,SurfaceWater_Proximate,IrrigationMethod,Weedy_Proximate,OtherAgriculture_Near,Alfalfa_Near,BareSoil_Near,SimpsonDiversity_Near,ShannonDiversity_Near,Impermeable_Near,DesertShrub_Near,SurfaceWater_Near,Weedy_Near,OtherAgriculture_Intermediate,Alfalfa_Intermediate,BareSoil_Intermediate,SimpsonDiversity_Intermediate,ShannonDiversity_Intermediate,Impermeable_Intermediate,DesertShrub_Intermediate,SurfaceWater_Intermediate,Weedy_Intermediate,OtherAgriculture_Distant,Alfalfa_Distant,BareSoil_Distant,SimpsonDiversity_Distant,ShannonDiversity_Distant,Impermeable_Distant,DesertShrub_Distant,SurfaceWater_Distant,Weedy_Distant,OtherAgriculture_MostDistant,Alfalfa_MostDistant,BareSoil_MostDistant,SimpsonDiversity_MostDistant,ShannonDiversity_MostDistant,Impermeable_MostDistant,DesertShrub_MostDistant,SurfaceWater_MostDistant,Weedy_MostDistant,OtherAgriculture_Constant,Alfalfa_Constant,BareSoil_Constant,SimpsonDiversity_Constant,ShannonDiversity_Constant,Impermeable_Constant,DesertShrub_Constant,SurfaceWater_Constant,Weedy_Constant,OtherAgriculture_None,Alfalfa_None,BareSoil_None,SimpsonDiversity_None,ShannonDiversity_None,Impermeable_None,DesertShrub_None,SurfaceWater_None,Weedy_None,df,logLik,AICc,delta,weight
Spring,1.0395577939806708,NA,0.16586127019313754,NA,NA,NA,NA,NA,NA,NA,NA,0.5094630804151504,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,-210.27834521246334,438.0112358794721,9.782295031801027,0.00221998767225482
Spring,0.9791087776609699,NA,NA,NA,NA,NA,NA,0.36686160384864297,NA,NA,NA,NA,NA,NA,NA,0.34432381836800674,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,-210.2897944157483,438.03413428604205,9.805193438370964,0.00219471553111014
Spring,0.4126245307959545,NA,NA,-0.4144098059976866,NA,NA,NA,NA,NA,NA,+,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,-210.32608161370365,438.10670868195274,9.877767834281656,0.00211650309138596
Spring,1.0385769966794829,NA,NA,NA,NA,NA,NA,NA,0.07973642975539916,NA,NA,0.35148013165467107,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,-210.34666589144067,438.14787723742677,9.918936389755686,0.00207338173746168
Spring,1.0326075503462457,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.36473786214362464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,-211.55996057783292,438.23992115566585,10.010980307994771,0.00198012308067894
Spring,0.38582537754180035,NA,NA,NA,NA,NA,NA,NA,NA,NA,+,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.4165078146180491,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,-210.45031611969108,438.3551776939276,10.126236846256518,0.00186923776524693
Spring,0.9892982256880575,NA,NA,NA,NA,NA,NA,0.32064155649349124,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.34376466823821433,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,-210.47390491345513,438.4023552814557,10.173414433784615,0.0018256606870798
Spring,1.0395620085172743,NA,NA,NA,NA,0.07411720857981308,NA,NA,NA,NA,NA,0.3283636596002225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,-210.48314754461316,438.42084054377176,10.191899696100677,0.00180886451869331
Spring,1.0398517899396926,NA,NA,NA,0.05784311732210014,NA,NA,NA,NA,NA,NA,0.33758695440333325,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,-210.5272602384775,438.50906593150046,10.280125083829375,0.00173080499760158
Spring,0.9847127736846858,NA,NA,NA,NA,NA,NA,0.3376294368037868,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.32147749131597314,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,-210.54697836859089,438.5485021917272,10.319561344056126,0.0016970110313008
Spring,1.0855839963017715,NA,NA,NA,NA,NA,NA,NA,NA,NA,+,0.3949683040593474,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,-210.5643713845056,438.5832882235566,10.354347375885538,0.0016677500970308
Spring,1.030933923652491,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.36425747676584375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,-211.808642178734,438.737284357468,10.50834350979693,0.0015441558781109
Spring,0.9882435188579951,NA,NA,NA,NA,NA,NA,0.3176330668275027,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.320419658203031,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,-210.68840757368918,438.8313606019238,10.602419754252708,0.00147320350035062
Spring,0.9976735636198536,NA,NA,NA,NA,NA,NA,0.26712134600020015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.25637729335886644,8,-210.74013410814317,438.9348136708318,10.70587282316069,0.00139893711841588
Spring,1.0217882813214674,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.41506240873629596,-0.400822220772116,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,-210.81205949447997,439.0786644435054,10.849723595834291,0.00130185134225692
Spring,0.9878633846899667,NA,NA,NA,NA,NA,NA,0.3480289877265191,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.250668424346639,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,-210.88857510204596,439.23169565863736,11.00275481096628,0.00120595496270196
Spring,1.0308217505406758,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.14031172191707061,NA,NA,NA,0.3678841270323171,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,-210.8926831855765,439.2399118256984,11.01097097802733,0.00120101096111992
Spring,0.99140807978083,NA,NA,NA,NA,NA,NA,0.3322444211521835,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.320873666557223,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,-211.02646122268257,439.5074678999106,11.278527052239497,0.00105062542805668
Spring,1.0285935250909226,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.15285260182073973,NA,NA,0.37748563586370204,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,-211.03452893527086,439.52360332508715,11.294662477416068,0.00104218338384793
Spring,0.9863222831382891,NA,NA,NA,NA,NA,NA,0.32554102782610433,NA,NA,NA,NA,NA,NA,-0.275964747161174,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,-211.04592001730435,439.54638548915415,11.317444641483064,0.00103037914658574
Spring,0.9947506435458888,NA,NA,NA,NA,NA,NA,0.284066907081605,NA,NA,NA,NA,NA,-0.2537791218284428,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,-211.04714719152233,439.5488398375901,11.319898989919011,0.00102911546739816
Spring,0.644499392472531,NA,NA,NA,NA,NA,NA,NA,NA,NA,+,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.2729238210132993,8,-211.0641778197449,439.58290109403526,11.353960246364181,0.00101173738434025
Spring,0.9876773237709527,NA,NA,NA,NA,NA,NA,0.3443874554229267,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.22028501294286046,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,-211.06436341753104,439.5832722896075,11.354331441936438,0.00101154962554592
Spring,0.9871743071564993,NA,NA,NA,NA,NA,NA,0.35735646498605816,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.21585005339301286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,-211.06718472986017,439.5889149142658,11.359974066594702,0.00100869975020043
Spring,1.0305826818348096,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.32785475687974563,NA,0.1204049064593895,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,-211.10882144992755,439.67218835440053,11.443247506729449,0.000967563140572686
Spring,0.9898753216664201,NA,NA,NA,NA,NA,NA,0.31322230962072356,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.27914674799337885,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,-211.1146384211814,439.68382229690826,11.454881449237178,0.000961951191694683
Spring,0.9992808834022594,NA,NA,NA,NA,NA,NA,0.30391823078400126,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2943180556046901,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,-211.1329035199536,439.72035249445264,11.491411646781557,0.000944540545781337
Spring,0.9852078427766591,NA,NA,NA,NA,NA,NA,0.37939890497383244,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.21252030029973482,NA,NA,8,-211.17626926848328,439.807083991512,11.578143143840919,0.000904455283491207
Spring,1.032251681316388,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3272362563934276,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,-212.36127032140593,439.84254064281185,11.613599795140772,0.000888562101699061
Spring,0.9882896215321221,NA,NA,NA,NA,NA,NA,0.35564416900507884,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.20553200673733038,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,-211.2061168937172,439.8667792419798,11.637838394308744,0.000877858343427559
Spring,0.9854974821020449,NA,NA,-0.24761958308930973,NA,NA,NA,0.33575189442522124,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,-211.22190816081442,439.8983617761743,11.6694209285032,0.000864104727170574
Spring,1.0340896812502676,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.32252165594850724,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,-212.39110637512366,439.9022127502473,11.673271902576232,0.000862442505526885
Spring,1.03342820391105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.4201898169625072,0.5701047822061681,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,-211.2388503299371,439.9322461144196,11.703305266748544,0.000849588236393341
Spring,0.9885336404341458,NA,NA,NA,NA,NA,NA,0.30371550725767804,0.22730634673317612,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,-211.2427990763335,439.94014360721246,11.71120275954138,0.000846240042840642
Spring,0.9874302151597023,NA,NA,NA,NA,NA,NA,0.3651901393660329,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.20188600027705034,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,-211.26139576636817,439.9773369872818,11.74839613961069,0.000830648206691067
Spring,0.9998775810822872,NA,NA,NA,NA,NA,NA,0.2975672546332387,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.27764989556422076,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,-211.26168994668822,439.9779253479219,11.748984500250799,0.00083040388227525
Spring,1.0301636777749414,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.21680166316328778,NA,NA,0.568881445548538,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,-211.33759751921733,440.1297404929801,11.900799645309007,0.000769702914488636
Spring,0.9920386968241202,NA,NA,NA,NA,0.26171761262309295,NA,0.278419403237913,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,-211.34586814632118,440.1462817471878,11.917340899516716,0.000763363241376112
Spring,1.0310581024384897,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.32847070426641123,NA,NA,0.183783315623796,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,-211.3508778872906,440.15630122912665,11.927360381455571,0.000759548552550943
Spring,0.9880036638160138,NA,NA,NA,NA,NA,NA,0.36168674517463356,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.19637484913466496,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,-211.35430939122418,440.1631642369938,11.93422338932271,0.000756946625519736
Spring,1.0329799431415165,NA,NA,NA,NA,0.3096035630111895,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,-212.52319229325138,440.1663845865028,11.93744373883169,0.000755728789900033
Spring,0.38413353514129195,NA,NA,NA,NA,NA,NA,NA,NA,NA,+,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.3482037218495659,NA,8,-211.35788309235508,440.1703116392556,11.941370791584518,0.000754246352366535
Spring,0.9943978040557345,NA,NA,NA,NA,NA,NA,0.28753966591313973,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,-212.56991714842755,440.2598342968551,12.03089344918402,0.000721229729769057
Spring,0.9943978040557345,NA,NA,NA,NA,NA,NA,0.28753966591313973,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,-212.56991714842755,440.2598342968551,12.03089344918402,0.000721229729769057
Spring,0.9943978040557345,NA,NA,NA,NA,NA,NA,0.28753966591313973,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,-212.56991714842755,440.2598342968551,12.03089344918402,0.000721229729769057
Spring,0.9943978040557345,NA,NA,NA,NA,NA,NA,0.28753966591313973,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,-212.56991714842755,440.2598342968551,12.03089344918402,0.000721229729769057
Spring,0.9943978040557345,NA,NA,NA,NA,NA,NA,0.28753966591313973,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,-212.56991714842755,440.2598342968551,12.03089344918402,0.000721229729769057
Spring,0.9943978040557345,NA,NA,NA,NA,NA,NA,0.28753966591313973,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,-212.56991714842755,440.2598342968551,12.03089344918402,0.000721229729769057
Spring,0.9943978040557345,NA,NA,NA,NA,NA,NA,0.28753966591313973,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,-212.56991714842755,440.2598342968551,12.03089344918402,0.000721229729769057
Spring,0.9818244539363885,NA,NA,NA,NA,NA,NA,0.3535642945327339,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.29052221323949073,NA,8,-211.4087498459498,440.27204514644507,12.043104298773983,0.000716839730934783
Spring,1.0333253268127982,NA,NA,NA,0.30732453157926914,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,-212.57943561177163,440.27887122354326,12.04993037587218,0.000714397299726466
Spring,0.9902196776373035,NA,NA,NA,0.2694660611364486,NA,NA,0.2998213808823637,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,-211.41593391941478,440.286413293375,12.057472445703922,0.000711708355802661
