Vial,Site,Field,Plot,Treatment,Season,Taxa,Density
FallonF1P2,Fallon,1,2,Pre-,Spring,Ichneumonidae,15
FallonF1P2,Fallon,1,2,Pre-,Spring,Acyrthosiphon,1165
FallonF1P2,Fallon,1,2,Pre-,Spring,Aphis,0
FallonF1P2,Fallon,1,2,Pre-,Spring,Therioaphis,1
FallonF1P2,Fallon,1,2,Pre-,Spring,Lygus,0
FallonF1P2,Fallon,1,2,Pre-,Spring,Thysanoptera,55
FallonF1P2,Fallon,1,2,Pre-,Spring,Other,14
FallonF1P2,Fallon,1,2,Pre-,Spring,AllAph,1166
FallonF1P2,Fallon,1,2,Pre-,Spring,NonAcy,1
FallonF4P1,Fallon,2,1,Pre-,Spring,Arachnida,0
FallonF4P1,Fallon,2,1,Pre-,Spring,Nabis,0
FallonF4P1,Fallon,2,1,Pre-,Spring,Geocoris,1
FallonF4P1,Fallon,2,1,Pre-,Spring,Anthocoridae,5
FallonF4P1,Fallon,2,1,Pre-,Spring,Coccinellidae,2
FallonF4P1,Fallon,2,1,Pre-,Spring,Ichneumonidae,32
FallonF4P1,Fallon,2,1,Pre-,Spring,Acyrthosiphon,131
FallonF4P1,Fallon,2,1,Pre-,Spring,Aphis,0
FallonF4P1,Fallon,2,1,Pre-,Spring,Therioaphis,4
FallonF4P1,Fallon,2,1,Pre-,Spring,Lygus,0
FallonF4P1,Fallon,2,1,Pre-,Spring,Thysanoptera,0
FallonF4P1,Fallon,2,1,Pre-,Spring,Other,32
FallonF4P1,Fallon,2,1,Pre-,Spring,AllAph,135
FallonF4P1,Fallon,2,1,Pre-,Spring,NonAcy,4
FallonF31P3,Fallon,3,3,Pre-,Spring,Arachnida,2
FallonF31P3,Fallon,3,3,Pre-,Spring,Nabis,0
FallonF31P3,Fallon,3,3,Pre-,Spring,Geocoris,0
FallonF31P3,Fallon,3,3,Pre-,Spring,Anthocoridae,4
FallonF31P3,Fallon,3,3,Pre-,Spring,Coccinellidae,1
FallonF31P3,Fallon,3,3,Pre-,Spring,Ichneumonidae,14
FallonF31P3,Fallon,3,3,Pre-,Spring,Acyrthosiphon,345
FallonF31P3,Fallon,3,3,Pre-,Spring,Aphis,2
FallonF31P3,Fallon,3,3,Pre-,Spring,Therioaphis,0
FallonF31P3,Fallon,3,3,Pre-,Spring,Lygus,2
FallonF31P3,Fallon,3,3,Pre-,Spring,Thysanoptera,84
FallonF31P3,Fallon,3,3,Pre-,Spring,Other,37
FallonF31P3,Fallon,3,3,Pre-,Spring,AllAph,347
FallonF31P3,Fallon,3,3,Pre-,Spring,NonAcy,2
FallonF3P2,Fallon,3,2,Pre-,Spring,Arachnida,0
FallonF3P2,Fallon,3,2,Pre-,Spring,Nabis,0
FallonF3P2,Fallon,3,2,Pre-,Spring,Geocoris,0
FallonF3P2,Fallon,3,2,Pre-,Spring,Anthocoridae,2
FallonF3P2,Fallon,3,2,Pre-,Spring,Coccinellidae,2
FallonF3P2,Fallon,3,2,Pre-,Spring,Ichneumonidae,23
FallonF3P2,Fallon,3,2,Pre-,Spring,Acyrthosiphon,267
FallonF3P2,Fallon,3,2,Pre-,Spring,Aphis,3
FallonF3P2,Fallon,3,2,Pre-,Spring,Therioaphis,2
FallonF3P2,Fallon,3,2,Pre-,Spring,Lygus,0
FallonF3P2,Fallon,3,2,Pre-,Spring,Thysanoptera,73
FallonF3P2,Fallon,3,2,Pre-,Spring,Other,39
FallonF3P2,Fallon,3,2,Pre-,Spring,AllAph,272
FallonF3P2,Fallon,3,2,Pre-,Spring,NonAcy,5
Fallon3-1,Fallon,3,1,Pre-,Spring,Arachnida,0
Fallon3-1,Fallon,3,1,Pre-,Spring,Nabis,0
Fallon3-1,Fallon,3,1,Pre-,Spring,Geocoris,0
Fallon3-1,Fallon,3,1,Pre-,Spring,Anthocoridae,1
Fallon3-1,Fallon,3,1,Pre-,Spring,Coccinellidae,6
Fallon3-1,Fallon,3,1,Pre-,Spring,Ichneumonidae,17
Fallon3-1,Fallon,3,1,Pre-,Spring,Acyrthosiphon,199
Fallon3-1,Fallon,3,1,Pre-,Spring,Aphis,1
Fallon3-1,Fallon,3,1,Pre-,Spring,Therioaphis,0
Fallon3-1,Fallon,3,1,Pre-,Spring,Lygus,0
Fallon3-1,Fallon,3,1,Pre-,Spring,Thysanoptera,0
Fallon3-1,Fallon,3,1,Pre-,Spring,Other,9
Fallon3-1,Fallon,3,1,Pre-,Spring,AllAph,200
Fallon3-1,Fallon,3,1,Pre-,Spring,NonAcy,1
FallonF1P3,Fallon,1,3,Pre-,Spring,Arachnida,3
FallonF1P3,Fallon,1,3,Pre-,Spring,Nabis,0
FallonF1P3,Fallon,1,3,Pre-,Spring,Geocoris,1
FallonF1P3,Fallon,1,3,Pre-,Spring,Anthocoridae,7
FallonF1P3,Fallon,1,3,Pre-,Spring,Coccinellidae,5
FallonF1P3,Fallon,1,3,Pre-,Spring,Ichneumonidae,28
FallonF1P3,Fallon,1,3,Pre-,Spring,Acyrthosiphon,1216
FallonF1P3,Fallon,1,3,Pre-,Spring,Aphis,5
FallonF1P3,Fallon,1,3,Pre-,Spring,Therioaphis,0
FallonF1P3,Fallon,1,3,Pre-,Spring,Lygus,3
FallonF1P3,Fallon,1,3,Pre-,Spring,Thysanoptera,85
FallonF1P3,Fallon,1,3,Pre-,Spring,Other,34
FallonF1P3,Fallon,1,3,Pre-,Spring,AllAph,1221
FallonF1P3,Fallon,1,3,Pre-,Spring,NonAcy,5
FallonF1P1Full,Fallon,1,1,Full,Spring,Arachnida,0
FallonF1P1Full,Fallon,1,1,Full,Spring,Nabis,0
FallonF1P1Full,Fallon,1,1,Full,Spring,Geocoris,7
FallonF1P1Full,Fallon,1,1,Full,Spring,Anthocoridae,2
FallonF1P1Full,Fallon,1,1,Full,Spring,Coccinellidae,0
FallonF1P1Full,Fallon,1,1,Full,Spring,Ichneumonidae,8
FallonF1P1Full,Fallon,1,1,Full,Spring,Acyrthosiphon,343
FallonF1P1Full,Fallon,1,1,Full,Spring,Aphis,0
FallonF1P1Full,Fallon,1,1,Full,Spring,Therioaphis,0
FallonF1P1Full,Fallon,1,1,Full,Spring,Lygus,1
FallonF1P1Full,Fallon,1,1,Full,Spring,Thysanoptera,29
FallonF1P1Full,Fallon,1,1,Full,Spring,Other,50
FallonF1P1Full,Fallon,1,1,Full,Spring,AllAph,343
FallonF1P1Full,Fallon,1,1,Full,Spring,NonAcy,0
FallonF4P3,Fallon,2,3,Pre-,Spring,Arachnida,1
FallonF4P3,Fallon,2,3,Pre-,Spring,Nabis,0
FallonF4P3,Fallon,2,3,Pre-,Spring,Geocoris,1
FallonF4P3,Fallon,2,3,Pre-,Spring,Anthocoridae,5
FallonF4P3,Fallon,2,3,Pre-,Spring,Coccinellidae,1
FallonF4P3,Fallon,2,3,Pre-,Spring,Ichneumonidae,25
FallonF4P3,Fallon,2,3,Pre-,Spring,Acyrthosiphon,176
FallonF4P3,Fallon,2,3,Pre-,Spring,Aphis,1
FallonF4P3,Fallon,2,3,Pre-,Spring,Therioaphis,0
FallonF4P3,Fallon,2,3,Pre-,Spring,Lygus,0
FallonF4P3,Fallon,2,3,Pre-,Spring,Thysanoptera,1
FallonF4P3,Fallon,2,3,Pre-,Spring,Other,67
FallonF4P3,Fallon,2,3,Pre-,Spring,AllAph,177
FallonF4P3,Fallon,2,3,Pre-,Spring,NonAcy,1
MindenF1P1Control,Minden,1,1,Control,Spring,Arachnida,0
MindenF1P1Control,Minden,1,1,Control,Spring,Nabis,0
MindenF1P1Control,Minden,1,1,Control,Spring,Geocoris,1
MindenF1P1Control,Minden,1,1,Control,Spring,Anthocoridae,13
MindenF1P1Control,Minden,1,1,Control,Spring,Coccinellidae,2
MindenF1P1Control,Minden,1,1,Control,Spring,Ichneumonidae,18
MindenF1P1Control,Minden,1,1,Control,Spring,Acyrthosiphon,44
MindenF1P1Control,Minden,1,1,Control,Spring,Aphis,0
MindenF1P1Control,Minden,1,1,Control,Spring,Therioaphis,2
MindenF1P1Control,Minden,1,1,Control,Spring,Lygus,5
MindenF1P1Control,Minden,1,1,Control,Spring,Thysanoptera,27
MindenF1P1Control,Minden,1,1,Control,Spring,Other,225
MindenF1P1Control,Minden,1,1,Control,Spring,AllAph,46
MindenF1P1Control,Minden,1,1,Control,Spring,NonAcy,2
FallonF1orF23P1Control,Fallon,1,1,Control,Spring,Arachnida,2
FallonF1orF23P1Control,Fallon,1,1,Control,Spring,Nabis,0
FallonF1orF23P1Control,Fallon,1,1,Control,Spring,Geocoris,2
FallonF1orF23P1Control,Fallon,1,1,Control,Spring,Anthocoridae,4
FallonF1orF23P1Control,Fallon,1,1,Control,Spring,Coccinellidae,1
FallonF1orF23P1Control,Fallon,1,1,Control,Spring,Ichneumonidae,24
FallonF1orF23P1Control,Fallon,1,1,Control,Spring,Acyrthosiphon,527
FallonF1orF23P1Control,Fallon,1,1,Control,Spring,Aphis,0
FallonF1orF23P1Control,Fallon,1,1,Control,Spring,Therioaphis,1
FallonF1orF23P1Control,Fallon,1,1,Control,Spring,Lygus,0
FallonF1orF23P1Control,Fallon,1,1,Control,Spring,Thysanoptera,43
FallonF1orF23P1Control,Fallon,1,1,Control,Spring,Other,55
FallonF1orF23P1Control,Fallon,1,1,Control,Spring,AllAph,528
FallonF1orF23P1Control,Fallon,1,1,Control,Spring,NonAcy,1
FallonF1P1SHAM,Fallon,1,1,Sham,Spring,Arachnida,1
FallonF1P1SHAM,Fallon,1,1,Sham,Spring,Nabis,0
FallonF1P1SHAM,Fallon,1,1,Sham,Spring,Geocoris,3
FallonF1P1SHAM,Fallon,1,1,Sham,Spring,Anthocoridae,9
FallonF1P1SHAM,Fallon,1,1,Sham,Spring,Coccinellidae,5
FallonF1P1SHAM,Fallon,1,1,Sham,Spring,Ichneumonidae,25
FallonF1P1SHAM,Fallon,1,1,Sham,Spring,Acyrthosiphon,691
FallonF1P1SHAM,Fallon,1,1,Sham,Spring,Aphis,0
FallonF1P1SHAM,Fallon,1,1,Sham,Spring,Therioaphis,2
FallonF1P1SHAM,Fallon,1,1,Sham,Spring,Lygus,0
FallonF1P1SHAM,Fallon,1,1,Sham,Spring,Thysanoptera,69
FallonF1P1SHAM,Fallon,1,1,Sham,Spring,Other,78
FallonF1P1SHAM,Fallon,1,1,Sham,Spring,AllAph,693
FallonF1P1SHAM,Fallon,1,1,Sham,Spring,NonAcy,2
FallonF1P3Sham,Fallon,1,3,Sham,Spring,Arachnida,2
FallonF1P3Sham,Fallon,1,3,Sham,Spring,Nabis,0
FallonF1P3Sham,Fallon,1,3,Sham,Spring,Geocoris,1
FallonF1P3Sham,Fallon,1,3,Sham,Spring,Anthocoridae,7
FallonF1P3Sham,Fallon,1,3,Sham,Spring,Coccinellidae,4
FallonF1P3Sham,Fallon,1,3,Sham,Spring,Ichneumonidae,29
FallonF1P3Sham,Fallon,1,3,Sham,Spring,Acyrthosiphon,596
FallonF1P3Sham,Fallon,1,3,Sham,Spring,Aphis,0
FallonF1P3Sham,Fallon,1,3,Sham,Spring,Therioaphis,0
FallonF1P3Sham,Fallon,1,3,Sham,Spring,Lygus,0
FallonF1P3Sham,Fallon,1,3,Sham,Spring,Thysanoptera,72
FallonF1P3Sham,Fallon,1,3,Sham,Spring,Other,66
FallonF1P3Sham,Fallon,1,3,Sham,Spring,AllAph,596
FallonF1P3Sham,Fallon,1,3,Sham,Spring,NonAcy,0
FallonF1P3Control,Fallon,1,3,Control,Spring,Arachnida,2
FallonF1P3Control,Fallon,1,3,Control,Spring,Nabis,0
FallonF1P3Control,Fallon,1,3,Control,Spring,Geocoris,5
FallonF1P3Control,Fallon,1,3,Control,Spring,Anthocoridae,3
FallonF1P3Control,Fallon,1,3,Control,Spring,Coccinellidae,4
FallonF1P3Control,Fallon,1,3,Control,Spring,Ichneumonidae,24
FallonF1P3Control,Fallon,1,3,Control,Spring,Acyrthosiphon,511
FallonF1P3Control,Fallon,1,3,Control,Spring,Aphis,0
FallonF1P3Control,Fallon,1,3,Control,Spring,Therioaphis,0
FallonF1P3Control,Fallon,1,3,Control,Spring,Lygus,1
FallonF1P3Control,Fallon,1,3,Control,Spring,Thysanoptera,67
FallonF1P3Control,Fallon,1,3,Control,Spring,Other,10
FallonF1P3Control,Fallon,1,3,Control,Spring,AllAph,511
FallonF1P3Control,Fallon,1,3,Control,Spring,NonAcy,0
FallonF1P2Full,Fallon,1,2,Full,Spring,Arachnida,2
FallonF1P2Full,Fallon,1,2,Full,Spring,Nabis,0
FallonF1P2Full,Fallon,1,2,Full,Spring,Geocoris,4
FallonF1P2Full,Fallon,1,2,Full,Spring,Anthocoridae,0
FallonF1P2Full,Fallon,1,2,Full,Spring,Coccinellidae,4
FallonF1P2Full,Fallon,1,2,Full,Spring,Ichneumonidae,39
FallonF1P2Full,Fallon,1,2,Full,Spring,Acyrthosiphon,842
FallonF1P2Full,Fallon,1,2,Full,Spring,Aphis,1
FallonF1P2Full,Fallon,1,2,Full,Spring,Therioaphis,1
FallonF1P2Full,Fallon,1,2,Full,Spring,Lygus,1
FallonF1P2Full,Fallon,1,2,Full,Spring,Thysanoptera,83
FallonF1P2Full,Fallon,1,2,Full,Spring,Other,67
FallonF1P2Full,Fallon,1,2,Full,Spring,AllAph,844
FallonF1P2Full,Fallon,1,2,Full,Spring,NonAcy,2
FallonF1orF2?P2Sham,Fallon,1,2,Sham,Spring,Arachnida,0
FallonF1orF2?P2Sham,Fallon,1,2,Sham,Spring,Nabis,0
FallonF1orF2?P2Sham,Fallon,1,2,Sham,Spring,Geocoris,0
FallonF1orF2?P2Sham,Fallon,1,2,Sham,Spring,Anthocoridae,6
FallonF1orF2?P2Sham,Fallon,1,2,Sham,Spring,Coccinellidae,10
FallonF1orF2?P2Sham,Fallon,1,2,Sham,Spring,Ichneumonidae,30
FallonF1orF2?P2Sham,Fallon,1,2,Sham,Spring,Acyrthosiphon,990
FallonF1orF2?P2Sham,Fallon,1,2,Sham,Spring,Aphis,1
FallonF1orF2?P2Sham,Fallon,1,2,Sham,Spring,Therioaphis,0
FallonF1orF2?P2Sham,Fallon,1,2,Sham,Spring,Lygus,0
FallonF1orF2?P2Sham,Fallon,1,2,Sham,Spring,Thysanoptera,190
FallonF1orF2?P2Sham,Fallon,1,2,Sham,Spring,Other,108
FallonF1orF2?P2Sham,Fallon,1,2,Sham,Spring,AllAph,991
FallonF1orF2?P2Sham,Fallon,1,2,Sham,Spring,NonAcy,1
FallonF1P2Control,Fallon,1,2,Control,Spring,Arachnida,1
FallonF1P2Control,Fallon,1,2,Control,Spring,Nabis,0
FallonF1P2Control,Fallon,1,2,Control,Spring,Geocoris,3
FallonF1P2Control,Fallon,1,2,Control,Spring,Anthocoridae,1
FallonF1P2Control,Fallon,1,2,Control,Spring,Coccinellidae,5
FallonF1P2Control,Fallon,1,2,Control,Spring,Ichneumonidae,21
FallonF1P2Control,Fallon,1,2,Control,Spring,Acyrthosiphon,884
FallonF1P2Control,Fallon,1,2,Control,Spring,Aphis,1
FallonF1P2Control,Fallon,1,2,Control,Spring,Therioaphis,2
FallonF1P2Control,Fallon,1,2,Control,Spring,Lygus,1
FallonF1P2Control,Fallon,1,2,Control,Spring,Thysanoptera,56
FallonF1P2Control,Fallon,1,2,Control,Spring,Other,70
FallonF1P2Control,Fallon,1,2,Control,Spring,AllAph,887
FallonF1P2Control,Fallon,1,2,Control,Spring,NonAcy,3
FallonF3P2Control,Fallon,3,2,Control,Spring,Arachnida,2
FallonF3P2Control,Fallon,3,2,Control,Spring,Nabis,1
FallonF3P2Control,Fallon,3,2,Control,Spring,Geocoris,0
FallonF3P2Control,Fallon,3,2,Control,Spring,Anthocoridae,7
FallonF3P2Control,Fallon,3,2,Control,Spring,Coccinellidae,0
FallonF3P2Control,Fallon,3,2,Control,Spring,Ichneumonidae,22
FallonF3P2Control,Fallon,3,2,Control,Spring,Acyrthosiphon,132
FallonF3P2Control,Fallon,3,2,Control,Spring,Aphis,0
FallonF3P2Control,Fallon,3,2,Control,Spring,Therioaphis,0
FallonF3P2Control,Fallon,3,2,Control,Spring,Lygus,0
FallonF3P2Control,Fallon,3,2,Control,Spring,Thysanoptera,1
FallonF3P2Control,Fallon,3,2,Control,Spring,Other,13
FallonF3P2Control,Fallon,3,2,Control,Spring,AllAph,132
FallonF3P2Control,Fallon,3,2,Control,Spring,NonAcy,0
FallonF3P1FULL,Fallon,3,1,Full,Spring,Arachnida,2
FallonF3P1FULL,Fallon,3,1,Full,Spring,Nabis,0
FallonF3P1FULL,Fallon,3,1,Full,Spring,Geocoris,0
FallonF3P1FULL,Fallon,3,1,Full,Spring,Anthocoridae,6
FallonF3P1FULL,Fallon,3,1,Full,Spring,Coccinellidae,1
FallonF3P1FULL,Fallon,3,1,Full,Spring,Ichneumonidae,19
FallonF3P1FULL,Fallon,3,1,Full,Spring,Acyrthosiphon,324
FallonF3P1FULL,Fallon,3,1,Full,Spring,Aphis,1
FallonF3P1FULL,Fallon,3,1,Full,Spring,Therioaphis,0
FallonF3P1FULL,Fallon,3,1,Full,Spring,Lygus,0
FallonF3P1FULL,Fallon,3,1,Full,Spring,Thysanoptera,246
FallonF3P1FULL,Fallon,3,1,Full,Spring,Other,81
FallonF3P1FULL,Fallon,3,1,Full,Spring,AllAph,325
FallonF3P1FULL,Fallon,3,1,Full,Spring,NonAcy,1
FallonF3P1SHAM,Fallon,3,1,Sham,Spring,Arachnida,2
FallonF3P1SHAM,Fallon,3,1,Sham,Spring,Nabis,0
FallonF3P1SHAM,Fallon,3,1,Sham,Spring,Geocoris,0
FallonF3P1SHAM,Fallon,3,1,Sham,Spring,Anthocoridae,6
FallonF3P1SHAM,Fallon,3,1,Sham,Spring,Coccinellidae,3
FallonF3P1SHAM,Fallon,3,1,Sham,Spring,Ichneumonidae,19
FallonF3P1SHAM,Fallon,3,1,Sham,Spring,Acyrthosiphon,190
FallonF3P1SHAM,Fallon,3,1,Sham,Spring,Aphis,0
FallonF3P1SHAM,Fallon,3,1,Sham,Spring,Therioaphis,0
FallonF3P1SHAM,Fallon,3,1,Sham,Spring,Lygus,0
FallonF3P1SHAM,Fallon,3,1,Sham,Spring,Thysanoptera,172
FallonF3P1SHAM,Fallon,3,1,Sham,Spring,Other,56
FallonF3P1SHAM,Fallon,3,1,Sham,Spring,AllAph,190
FallonF3P1SHAM,Fallon,3,1,Sham,Spring,NonAcy,0
FallonF3P1Control,Fallon,3,1,Control,Spring,Arachnida,0
FallonF3P1Control,Fallon,3,1,Control,Spring,Nabis,0
FallonF3P1Control,Fallon,3,1,Control,Spring,Geocoris,0
FallonF3P1Control,Fallon,3,1,Control,Spring,Anthocoridae,2
FallonF3P1Control,Fallon,3,1,Control,Spring,Coccinellidae,4
FallonF3P1Control,Fallon,3,1,Control,Spring,Ichneumonidae,18
FallonF3P1Control,Fallon,3,1,Control,Spring,Acyrthosiphon,158
FallonF3P1Control,Fallon,3,1,Control,Spring,Aphis,0
FallonF3P1Control,Fallon,3,1,Control,Spring,Therioaphis,0
FallonF3P1Control,Fallon,3,1,Control,Spring,Lygus,0
FallonF3P1Control,Fallon,3,1,Control,Spring,Thysanoptera,75
FallonF3P1Control,Fallon,3,1,Control,Spring,Other,12
FallonF3P1Control,Fallon,3,1,Control,Spring,AllAph,158
FallonF3P1Control,Fallon,3,1,Control,Spring,NonAcy,0
FallonF1P3Full,Fallon,1,3,Full,Spring,Arachnida,0
FallonF1P3Full,Fallon,1,3,Full,Spring,Nabis,0
FallonF1P3Full,Fallon,1,3,Full,Spring,Geocoris,2
FallonF1P3Full,Fallon,1,3,Full,Spring,Anthocoridae,5
FallonF1P3Full,Fallon,1,3,Full,Spring,Coccinellidae,2
FallonF1P3Full,Fallon,1,3,Full,Spring,Ichneumonidae,27
FallonF1P3Full,Fallon,1,3,Full,Spring,Acyrthosiphon,557
FallonF1P3Full,Fallon,1,3,Full,Spring,Aphis,0
FallonF1P3Full,Fallon,1,3,Full,Spring,Therioaphis,0
FallonF1P3Full,Fallon,1,3,Full,Spring,Lygus,1
FallonF1P3Full,Fallon,1,3,Full,Spring,Thysanoptera,81
FallonF1P3Full,Fallon,1,3,Full,Spring,Other,57
FallonF1P3Full,Fallon,1,3,Full,Spring,AllAph,557
FallonF1P3Full,Fallon,1,3,Full,Spring,NonAcy,0
FallonF3P3Control,Fallon,3,3,Control,Spring,Arachnida,0
FallonF3P3Control,Fallon,3,3,Control,Spring,Nabis,0
FallonF3P3Control,Fallon,3,3,Control,Spring,Geocoris,0
FallonF3P3Control,Fallon,3,3,Control,Spring,Anthocoridae,4
FallonF3P3Control,Fallon,3,3,Control,Spring,Coccinellidae,2
FallonF3P3Control,Fallon,3,3,Control,Spring,Ichneumonidae,11
FallonF3P3Control,Fallon,3,3,Control,Spring,Acyrthosiphon,125
FallonF3P3Control,Fallon,3,3,Control,Spring,Aphis,3
FallonF3P3Control,Fallon,3,3,Control,Spring,Therioaphis,0
FallonF3P3Control,Fallon,3,3,Control,Spring,Lygus,0
FallonF3P3Control,Fallon,3,3,Control,Spring,Thysanoptera,4
FallonF3P3Control,Fallon,3,3,Control,Spring,Other,12
FallonF3P3Control,Fallon,3,3,Control,Spring,AllAph,128
FallonF3P3Control,Fallon,3,3,Control,Spring,NonAcy,3
FallonF3P2Full,Fallon,3,2,Full,Spring,Arachnida,0
FallonF3P2Full,Fallon,3,2,Full,Spring,Nabis,0
FallonF3P2Full,Fallon,3,2,Full,Spring,Geocoris,1
FallonF3P2Full,Fallon,3,2,Full,Spring,Anthocoridae,3
FallonF3P2Full,Fallon,3,2,Full,Spring,Coccinellidae,1
FallonF3P2Full,Fallon,3,2,Full,Spring,Ichneumonidae,9
FallonF3P2Full,Fallon,3,2,Full,Spring,Acyrthosiphon,155
FallonF3P2Full,Fallon,3,2,Full,Spring,Aphis,0
FallonF3P2Full,Fallon,3,2,Full,Spring,Therioaphis,0
FallonF3P2Full,Fallon,3,2,Full,Spring,Lygus,0
FallonF3P2Full,Fallon,3,2,Full,Spring,Thysanoptera,216
FallonF3P2Full,Fallon,3,2,Full,Spring,Other,10
FallonF3P2Full,Fallon,3,2,Full,Spring,AllAph,155
FallonF3P2Full,Fallon,3,2,Full,Spring,NonAcy,0
FallonF3P2SHAM,Fallon,3,2,Sham,Spring,Arachnida,1
FallonF3P2SHAM,Fallon,3,2,Sham,Spring,Nabis,0
FallonF3P2SHAM,Fallon,3,2,Sham,Spring,Geocoris,0
FallonF3P2SHAM,Fallon,3,2,Sham,Spring,Anthocoridae,7
FallonF3P2SHAM,Fallon,3,2,Sham,Spring,Coccinellidae,2
FallonF3P2SHAM,Fallon,3,2,Sham,Spring,Ichneumonidae,16
FallonF3P2SHAM,Fallon,3,2,Sham,Spring,Acyrthosiphon,158
FallonF3P2SHAM,Fallon,3,2,Sham,Spring,Aphis,0
FallonF3P2SHAM,Fallon,3,2,Sham,Spring,Therioaphis,1
FallonF3P2SHAM,Fallon,3,2,Sham,Spring,Lygus,0
FallonF3P2SHAM,Fallon,3,2,Sham,Spring,Thysanoptera,126
FallonF3P2SHAM,Fallon,3,2,Sham,Spring,Other,42
FallonF3P2SHAM,Fallon,3,2,Sham,Spring,AllAph,159
FallonF3P2SHAM,Fallon,3,2,Sham,Spring,NonAcy,1
FallonF3P3SHAM,Fallon,3,3,Sham,Spring,Arachnida,3
FallonF3P3SHAM,Fallon,3,3,Sham,Spring,Nabis,0
FallonF3P3SHAM,Fallon,3,3,Sham,Spring,Geocoris,0
FallonF3P3SHAM,Fallon,3,3,Sham,Spring,Anthocoridae,9
FallonF3P3SHAM,Fallon,3,3,Sham,Spring,Coccinellidae,1
FallonF3P3SHAM,Fallon,3,3,Sham,Spring,Ichneumonidae,10
FallonF3P3SHAM,Fallon,3,3,Sham,Spring,Acyrthosiphon,197
FallonF3P3SHAM,Fallon,3,3,Sham,Spring,Aphis,0
FallonF3P3SHAM,Fallon,3,3,Sham,Spring,Therioaphis,0
FallonF3P3SHAM,Fallon,3,3,Sham,Spring,Lygus,0
FallonF3P3SHAM,Fallon,3,3,Sham,Spring,Thysanoptera,227
FallonF3P3SHAM,Fallon,3,3,Sham,Spring,Other,10
FallonF3P3SHAM,Fallon,3,3,Sham,Spring,AllAph,197
FallonF3P3SHAM,Fallon,3,3,Sham,Spring,NonAcy,0
FallonF3P3FULL,Fallon,3,3,Full,Spring,Arachnida,1
FallonF3P3FULL,Fallon,3,3,Full,Spring,Nabis,0
FallonF3P3FULL,Fallon,3,3,Full,Spring,Geocoris,4
FallonF3P3FULL,Fallon,3,3,Full,Spring,Anthocoridae,8
FallonF3P3FULL,Fallon,3,3,Full,Spring,Coccinellidae,0
FallonF3P3FULL,Fallon,3,3,Full,Spring,Ichneumonidae,4
FallonF3P3FULL,Fallon,3,3,Full,Spring,Acyrthosiphon,188
FallonF3P3FULL,Fallon,3,3,Full,Spring,Aphis,0
FallonF3P3FULL,Fallon,3,3,Full,Spring,Therioaphis,0
FallonF3P3FULL,Fallon,3,3,Full,Spring,Lygus,0
FallonF3P3FULL,Fallon,3,3,Full,Spring,Thysanoptera,154
FallonF3P3FULL,Fallon,3,3,Full,Spring,Other,4
FallonF3P3FULL,Fallon,3,3,Full,Spring,AllAph,188
FallonF3P3FULL,Fallon,3,3,Full,Spring,NonAcy,0
FallonF4P1CONTROL,Fallon,2,1,Control,Spring,Arachnida,0
FallonF4P1CONTROL,Fallon,2,1,Control,Spring,Nabis,0
FallonF4P1CONTROL,Fallon,2,1,Control,Spring,Geocoris,3
FallonF4P1CONTROL,Fallon,2,1,Control,Spring,Anthocoridae,3
FallonF4P1CONTROL,Fallon,2,1,Control,Spring,Coccinellidae,0
FallonF4P1CONTROL,Fallon,2,1,Control,Spring,Ichneumonidae,21
FallonF4P1CONTROL,Fallon,2,1,Control,Spring,Acyrthosiphon,93
FallonF4P1CONTROL,Fallon,2,1,Control,Spring,Aphis,0
FallonF4P1CONTROL,Fallon,2,1,Control,Spring,Therioaphis,0
FallonF4P1CONTROL,Fallon,2,1,Control,Spring,Lygus,0
FallonF4P1CONTROL,Fallon,2,1,Control,Spring,Thysanoptera,12
FallonF4P1CONTROL,Fallon,2,1,Control,Spring,Other,33
FallonF4P1CONTROL,Fallon,2,1,Control,Spring,AllAph,93
FallonF4P1CONTROL,Fallon,2,1,Control,Spring,NonAcy,0
FallonF4P1SHAM,Fallon,2,1,Sham,Spring,Arachnida,0
FallonF4P1SHAM,Fallon,2,1,Sham,Spring,Nabis,0
FallonF4P1SHAM,Fallon,2,1,Sham,Spring,Geocoris,6
FallonF4P1SHAM,Fallon,2,1,Sham,Spring,Anthocoridae,5
FallonF4P1SHAM,Fallon,2,1,Sham,Spring,Coccinellidae,1
FallonF4P1SHAM,Fallon,2,1,Sham,Spring,Ichneumonidae,20
FallonF4P1SHAM,Fallon,2,1,Sham,Spring,Acyrthosiphon,106
FallonF4P1SHAM,Fallon,2,1,Sham,Spring,Aphis,0
FallonF4P1SHAM,Fallon,2,1,Sham,Spring,Therioaphis,4
FallonF4P1SHAM,Fallon,2,1,Sham,Spring,Lygus,0
FallonF4P1SHAM,Fallon,2,1,Sham,Spring,Thysanoptera,4
FallonF4P1SHAM,Fallon,2,1,Sham,Spring,Other,34
FallonF4P1SHAM,Fallon,2,1,Sham,Spring,AllAph,110
FallonF4P1SHAM,Fallon,2,1,Sham,Spring,NonAcy,4
FallonF4P1Full,Fallon,2,1,Full,Spring,Arachnida,2
FallonF4P1Full,Fallon,2,1,Full,Spring,Nabis,0
FallonF4P1Full,Fallon,2,1,Full,Spring,Geocoris,3
FallonF4P1Full,Fallon,2,1,Full,Spring,Anthocoridae,2
FallonF4P1Full,Fallon,2,1,Full,Spring,Coccinellidae,0
