survey_date,observers,site,waypoint,species,count,cover,notes,key1,key2
2021-06-12,"AC, SA, BB",Lovelock,21,BRTE,100,1,,,
2021-06-12,"AC, SA, BB",Lovelock,21,SATR12,1,1,,,
2021-06-12,"AC, SA, BB",Lovelock,21,ATTR,2,,"did not record cover, apparently",,
2021-06-12,"AC, SA, BB",Lovelock,22,,,,across river – did not survey,,
2021-06-12,"AC, SA, BB",Lovelock,23,,,,across river – did not survey,,
2021-06-12,"AC, SA, BB",Lovelock,24,,,,across river – did not survey,,
2021-06-12,"AC, SA, BB",Lovelock,25,LGRASS3,4,1,,,
2021-06-12,"AC, SA, BB",Lovelock,25,LFORB2,2,1,,,
2021-06-12,"AC, SA, BB",Lovelock,25,ACRE3,6,1,,,
2021-06-12,"AC, SA, BB",Lovelock,26,LFORB3,8,5,,,
2021-06-12,"AC, SA, BB",Lovelock,26,LGRASS3,73,5,,,
2021-06-12,"AC, SA, BB",Lovelock,26,COAR4,15,1,,,
2021-06-12,"AC, SA, BB",Lovelock,26,LFORB2,4,1,,,
2021-06-12,"AC, SA, BB",Lovelock,26,ACRE3,1,1,,,
2021-06-12,"AC, SA, BB",Lovelock,26,LFORB2,3,1,,,
2021-06-12,"AC, SA, BB",Lovelock,27,ACRE3,,95,,,
2021-06-12,"AC, SA, BB",Lovelock,28,ACRE3,30,25,,,
2021-06-12,"AC, SA, BB",Lovelock,28,LFORB3,1,1,,,
2021-06-12,"AC, SA, BB",Lovelock,28,COAR4,1,1,,,
2021-06-12,"AC, SA, BB",Lovelock,28,LFORB2,12,1,,,
2021-06-12,"AC, SA, BB",Lovelock,28,LGRASS3,7,1,,,
2021-06-12,"AC, SA, BB",Lovelock,28,LFORB5,84,1,,,
2021-06-12,"AC, SA, BB",Lovelock,29,LFORB2,4,5,,,
2021-06-12,"AC, SA, BB",Lovelock,29,SUMO,1,1,,,
2021-06-12,"AC, SA, BB",Lovelock,30,LFORB3,2,1,,,
2021-06-12,"AC, SA, BB",Lovelock,30,LGRASS3,108,1,,,
2021-06-12,"AC, SA, BB",Lovelock,30,ATTR,2,1,,,
2021-06-12,"AC, SA, BB",Lovelock,31,ALFA,,85,,,
2021-06-12,"AC, SA, BB",Lovelock,32,ALFA,,75,,,
2021-06-12,"AC, SA, BB",Lovelock,33,ALFA,,25,"Alfalfa-grass mix, ask what was planted",,
2021-06-12,"AC, SA, BB",Lovelock,33,BRTE,,5,"Alfalfa-grass mix, ask what was planted",,
2021-06-12,"AC, SA, BB",Lovelock,33,DEPI,3,1,"Alfalfa-grass mix, ask what was planted",,
2021-06-12,"AC, SA, BB",Lovelock,33,LFORB2,45,1,"Alfalfa-grass mix, ask what was planted",,
2021-06-12,"AC, SA, BB",Lovelock,33,LGRASS4,,25,"Alfalfa-grass mix, ask what was planted",,
2021-06-12,"AC, SA, BB",Lovelock,33,ACRE3,1,1,"Alfalfa-grass mix, ask what was planted",,
2021-06-12,"AC, SA, BB",Lovelock,34,LFORB2,2,1,,,
2021-06-12,"AC, SA, BB",Lovelock,35,SUMO,,75,,,
2021-06-12,"AC, SA, BB",Lovelock,36,SUMO,,75,,,
2021-06-12,"AC, SA, BB",Lovelock,36,DEPI,12,1,,,
2021-06-12,"AC, SA, BB",Lovelock,36,LFORB2,1,1,,,
2021-06-12,"AC, SA, BB",Lovelock,37,ERNA10,2,20,,,
2021-06-12,"AC, SA, BB",Lovelock,37,SAVE4,3,5,,,
2021-06-12,"AC, SA, BB",Lovelock,37,LELA2,6,5,,,
2021-06-12,"AC, SA, BB",Lovelock,38,LGRASS4,,50,,,
2021-06-12,"AC, SA, BB",Lovelock,38,COAR4,30,10,,,
2021-06-12,"AC, SA, BB",Lovelock,38,ALFA,,5,,,
2021-06-12,"AC, SA, BB",Lovelock,38,ACRE3,1,1,,,
2021-06-12,"AC, SA, BB",Lovelock,39,ALFA,,100,,,
2021-06-12,"AC, SA, BB",Lovelock,39,DEPI,6,1,,,
2021-06-12,"AC, SA, BB",Lovelock,40,ALFA,,65,,,
2021-06-12,"AC, SA, BB",Lovelock,41,ALFA,9,10,,,
2021-06-12,"AC, SA, BB",Lovelock,41,ACRE3,13,5,,,
2021-06-12,"AC, SA, BB",Lovelock,41,LFORB2,13,10,,,
2021-06-12,"AC, SA, BB",Lovelock,41,MAPA5,3,1,,,
2021-06-12,"AC, SA, BB",Lovelock,42,COAR4,5,5,,,
2021-06-12,"AC, SA, BB",Lovelock,42,ALFA,,20,,,
2021-06-12,"AC, SA, BB",Lovelock,42,LFORB2,2,1,,,
2021-06-12,"AC, SA, BB",Lovelock,42,LGRASS3,5,1,,,
2021-06-12,"AC, SA, BB",Lovelock,43,ALFA,,60,,,
2021-06-12,"AC, SA, BB",Lovelock,43,ACRE3,2,1,,,
2021-06-12,"AC, SA, BB",Lovelock,44,ALFA,,100,,,
2021-06-12,"AC, SA, BB",Lovelock,45,ALFA,,25,,,
2021-06-12,"AC, SA, BB",Lovelock,45,LFORB2,9,25,,,
2021-06-12,"AC, SA, BB",Lovelock,45,ACRE3,2,1,,,
2021-06-12,"AC, SA, BB",Lovelock,46,ALFA,,15,,,
2021-06-12,"AC, SA, BB",Lovelock,46,LFORB6,5,1,,,
2021-06-12,"AC, SA, BB",Lovelock,46,COAR4,25,10,,,
2021-06-12,"AC, SA, BB",Lovelock,46,LFORB2,14,1,,,
2021-06-12,"AC, SA, BB",Lovelock,46,ACRE3,3,1,,,
2021-06-12,"AC, SA, BB",Lovelock,47,ALFA,,100,,,
2021-06-12,"AC, SA, BB",Lovelock,48,ACRE3,5,5,,,
2021-06-12,"AC, SA, BB",Lovelock,48,ALFA,,5,,,
2021-06-12,"AC, SA, BB",Lovelock,48,LFORB2,8,1,,,
2021-06-12,"AC, SA, BB",Lovelock,49,ALFA,4,1,,,
2021-06-12,"AC, SA, BB",Lovelock,49,ACRE3,3,1,,,
2021-06-12,"AC, SA, BB",Lovelock,49,LFORB2,18,1,,,
2021-06-12,"AC, SA, BB",Lovelock,50,DEPI,4,1,,,
2021-06-12,"AC, SA, BB",Lovelock,50,LFORB7,1,1,,,
2021-06-12,"AC, SA, BB",Lovelock,51,,,,bare soil,,
2021-06-12,"AC, SA, BB",Lovelock,52,ALFA,,80,,,
2021-06-12,"AC, SA, BB",Lovelock,53,ALFA,,80,,,
2021-06-12,"AC, SA, BB",Lovelock,54,ALFA,,90,,,
2021-09-09,"SA, AC",Lovelock,1,TRAE,84,50,Harvested wheat/hay,,
2021-09-09,"SA, AC",Lovelock,2,TRAE,84,50,Harvested wheat/hay,,
2021-09-09,"SA, AC",Lovelock,3,TRAE,84,50,Harvested wheat/hay,,
2021-09-09,"SA, AC",Lovelock,4ALT,MESA,4,5,,,
2021-09-09,"SA, AC",Lovelock,4ALT,COAR4,7,60,,,
2021-09-09,"SA, AC",Lovelock,5ALT,COAR4,1,1,,,
2021-09-09,"SA, AC",Lovelock,6ALT,FLFORB1,1,40,,,
2021-09-09,"SA, AC",Lovelock,8ALT,DAST,2,5,,,
2021-09-09,"SA, AC",Lovelock,8ALT,MESA,4,15,,,
2021-09-09,"SA, AC",Lovelock,8ALT,AMRE,4,3,,,
2021-09-09,"SA, AC",Lovelock,8ALT,HEAN3,1,30,,,
2021-09-09,"SA, AC",Lovelock,8ALT,FLGRASS1,8,5,,,
2021-09-09,"SA, AC",Lovelock,8ALT,CHAT,1,3,,,
2021-09-09,"SA, AC",Lovelock,9ALT,COAR4,3,3,,,
2021-09-09,"SA, AC",Lovelock,9ALT,DAST,2,15,,,
2021-09-09,"SA, AC",Lovelock,9ALT,AMRE,50,5,,,
2021-09-09,"SA, AC",Lovelock,9ALT,FLGRASS1,65,25,,,
2021-09-09,"SA, AC",Lovelock,9ALT,POOL,15,5,,,
2021-09-09,"SA, AC",Lovelock,9ALT,TEOF,1,1,,,
2021-09-09,"SA, AC",Lovelock,10,LGRASS2,45,25,See spring survey for grass species. This is likely the same LGRASS2 observed in the spring survey,,
2021-09-09,"SA, AC",Lovelock,11ALT,MAPA5,1,15,,,
2021-09-09,"SA, AC",Lovelock,11ALT,FLFORB1,7,20,,,
2021-09-09,"SA, AC",Lovelock,11ALT,COAR4,4,5,,,
2021-09-09,"SA, AC",Lovelock,11ALT,MESA,3,15,,,
2021-09-09,"SA, AC",Lovelock,11ALT,LASE,1,5,,,
2021-09-09,"SA, AC",Lovelock,12,LGRASS2,37,30,,,
2021-09-09,"SA, AC",Lovelock,13,COAR4,15,5,,,
2021-09-09,"SA, AC",Lovelock,13,ACRE3,21,5,,,
2021-09-09,"SA, AC",Lovelock,14,MESA,60,95,,,
2021-09-09,"SA, AC",Lovelock,15,MESA,25,15,,,
2021-09-09,"SA, AC",Lovelock,16,DAST,7,15,,,
2021-09-09,"SA, AC",Lovelock,16,FLGRASS1,4,5,,,
2021-09-09,"SA, AC",Lovelock,16,COAR4,4,3,,,
2021-09-09,"SA, AC",Lovelock,17,FLGRASS2,6,25,,,
2021-09-09,"SA, AC",Lovelock,17,FLFORB1,2,25,,,
2021-09-09,"SA, AC",Lovelock,17,FLGRASS1,6,5,,,
2021-09-09,"SA, AC",Lovelock,17,COAR4,6,5,,,
2021-09-09,"SA, AC",Lovelock,18,DAST,1,25,,,
2021-09-09,"SA, AC",Lovelock,18,COAR4,4,5,,,
2021-09-09,"SA, AC",Lovelock,18,ACRE3,8,25,,,
2021-09-09,"SA, AC",Lovelock,18,POOL,2,1,,,
2021-09-09,"SA, AC",Lovelock,19,MESA,60,95,,,
2021-09-09,"SA, AC",Lovelock,20,FLGRASS3,75,75,,,
2021-09-09,"SA, AC",Lovelock,20,FLFORB3,30,5,,,
2021-09-09,"SA, AC",Lovelock,20,DEPI,1,1,,,
2021-09-09,"SA, AC",Lovelock,25,DAST,1,5,,,
2021-09-09,"SA, AC",Lovelock,25,HEAN3,1,5,,,
2021-09-09,"SA, AC",Lovelock,25,FLGRASS2,2,2,,,
2021-09-09,"SA, AC",Lovelock,25,POOL,19,1,,,
2021-09-09,"SA, AC",Lovelock,25,MAPA5,1,1,,,
2021-09-09,"SA, AC",Lovelock,25,ACRE3,1,1,,,
2021-09-09,"SA, AC",Lovelock,26,DAST,1,5,,,
2021-09-09,"SA, AC",Lovelock,26,HEAN3,1,5,,,
2021-09-09,"SA, AC",Lovelock,26,MEOF,2,60,,,
2021-09-09,"SA, AC",Lovelock,26,CHAL7,3,5,,,
2021-09-09,"SA, AC",Lovelock,26,ECCR,2,5,,,
2021-09-09,"SA, AC",Lovelock,27,DAST,,,bare soil,,
2021-09-09,"SA, AC",Lovelock,21,,,,Inaccessible – did not survey,,
2021-09-09,"SA, AC",Lovelock,22,,,,Inaccessible – did not survey,,
2021-09-09,"SA, AC",Lovelock,23,,,,Inaccessible – did not survey,,
2021-09-09,"SA, AC",Lovelock,24,,,,Inaccessible – did not survey,,
2021-09-09,"SA, AC",Lovelock,28,DAST,3,60,,,
2021-09-09,"SA, AC",Lovelock,28,POOL,13,5,,,
2021-09-09,"SA, AC",Lovelock,28,HEAN3,1,1,,,
2021-09-09,"SA, AC",Lovelock,28,FLFORB1,5,5,,,
2021-09-09,"SA, AC",Lovelock,28,TACA8,2,1,,,
2021-09-09,"SA, AC",Lovelock,29,FLFORB1,1,10,,,
2021-09-09,"SA, AC",Lovelock,29,SAVE4,1,65,,,
2021-09-09,"SA, AC",Lovelock,30,ECCR,8,5,,,
2021-09-09,"SA, AC",Lovelock,30,CHAL7,1,2,,,
2021-09-09,"SA, AC",Lovelock,30,FLGRASS2,2,5,,,
2021-09-09,"SA, AC",Lovelock,30,COAR4,3,5,,,
2021-09-09,"SA, AC",Lovelock,31,MESA,55,45,,,
2021-09-09,"SA, AC",Lovelock,32,MESA,45,80,,,
2021-09-09,"SA, AC",Lovelock,33,MESA,22,50,,,
2021-09-09,"SA, AC",Lovelock,33,COAR4,2,5,,,
2021-09-09,"SA, AC",Lovelock,33,FLFORB3,35,10,,,
2021-09-09,"SA, AC",Lovelock,33,ACRE3,8,10,,,
2021-09-09,"SA, AC",Lovelock,34,HAGL,1,2,,,
2021-09-09,"SA, AC",Lovelock,35,SUMO,3,80,,,
2021-09-09,"SA, AC",Lovelock,36,SUMO,4,40,,,
2021-09-09,"SA, AC",Lovelock,37,ERNA10,1,75,,,
2021-09-09,"SA, AC",Lovelock,37,SAVE4,1,15,,,
2021-09-09,"SA, AC",Lovelock,37,CAPU6,3,2,,,
2021-09-09,"SA, AC",Lovelock,38,COAR4,7,2,,,
2021-09-09,"SA, AC",Lovelock,38,ACRE3,2,2,,,
2021-09-09,"SA, AC",Lovelock,38,MESA,16,15,,,
2021-09-09,"SA, AC",Lovelock,39,MESA,60,100,,,
2021-09-09,"SA, AC",Lovelock,40,MESA,40,50,,,
2021-09-09,"SA, AC",Lovelock,41,FLFORB1,2,10,,,
2021-09-09,"SA, AC",Lovelock,41,FLGRASS2,2,5,,,
2021-09-09,"SA, AC",Lovelock,42,ACRE3,31,20,,,
2021-09-09,"SA, AC",Lovelock,42,FLFORB1,6,5,,,
2021-09-09,"SA, AC",Lovelock,42,COAR4,2,2,,,
2021-09-09,"SA, AC",Lovelock,42,MESA,2,5,,,
2021-09-09,"SA, AC",Lovelock,43,MESA,15,35,,,
2021-09-09,"SA, AC",Lovelock,43,COAR4,7,10,,,
2021-09-09,"SA, AC",Lovelock,43,FLGRASS2,35,25,,,
2021-09-09,"SA, AC",Lovelock,43,ACRE3,2,5,,,
2021-09-09,"SA, AC",Lovelock,43,CUAP2,2,1,best guess on species,,
2021-09-09,"SA, AC",Lovelock,44,MESA,60,100,,,
2021-09-09,"SA, AC",Lovelock,45,FLFORB1,2,80,,,
2021-09-09,"SA, AC",Lovelock,46,FLFORB1,8,60,,,
2021-09-09,"SA, AC",Lovelock,46,COAR4,5,5,,,
2021-09-09,"SA, AC",Lovelock,47,MESA,40,100,,,
2021-09-09,"SA, AC",Lovelock,48,FLFORB1,4,75,,,
2021-09-09,"SA, AC",Lovelock,48,ACRE3,3,5,,,
2021-09-09,"SA, AC",Lovelock,49,FLFORB1,5,75,,,
2021-09-09,"SA, AC",Lovelock,50,ACRE3,60,90,,,
2021-09-09,"SA, AC",Lovelock,51,,,,bare soil,,
2021-09-09,"SA, AC",Lovelock,52,MESA,40,95,,,
2021-09-09,"SA, AC",Lovelock,53,MESA,30,65,,,
2021-09-09,"SA, AC",Lovelock,54,MESA,40,60,,,
2021-09-10,"SA, AC, SC",Fallon,1,TRAE,105,15,wheat field,,
2021-09-10,"SA, AC, SC",Fallon,1,FFFORB1,1,15,,,
2021-09-10,"SA, AC, SC",Fallon,1,FFFORB2,1,5,,,
2021-09-10,"SA, AC, SC",Fallon,2,MESA,33,30,alfalfa field,,
2021-09-10,"SA, AC, SC",Fallon,2,BASC5,6,5,,,
2021-09-10,"SA, AC, SC",Fallon,2,ASSP,3,5,margin,,
2021-09-10,"SA, AC, SC",Fallon,3,ASFA,1,3,,,
2021-09-10,"SA, AC, SC",Fallon,3,BASC5,3,3,,,
2021-09-10,"SA, AC, SC",Fallon,3,FFGRASS1,5,10,,,
2021-09-10,"SA, AC, SC",Fallon,3,FFGRASS2,9,5,,,
2021-09-10,"SA, AC, SC",Fallon,3,FFFORB2,1,3,,,
2021-09-10,"SA, AC, SC",Fallon,4,MESA,28,30,alfalfa field,,
2021-09-10,"SA, AC, SC",Fallon,4,CHVI4,24,5,,,
2021-09-10,"SA, AC, SC",Fallon,4,FFGRASS4,6,2,,,
2021-09-10,"SA, AC, SC",Fallon,4,FLGRASS2,7,2,,,
2021-09-10,"SA, AC, SC",Fallon,5,MAPA5,2,5,margin,,
2021-09-10,"SA, AC, SC",Fallon,5,CHVI4,7,3,,,
2021-09-10,"SA, AC, SC",Fallon,5,FFFORB2,11,15,,,
2021-09-10,"SA, AC, SC",Fallon,5,FLGRASS2,60,20,,,
2021-09-10,"SA, AC, SC",Fallon,5,COAR4,4,10,,,
2021-09-10,"SA, AC, SC",Fallon,5,FFGRASS4,25,25,,,
2021-09-10,"SA, AC, SC",Fallon,5,RUST4,1,3,,,
2021-09-10,"SA, AC, SC",Fallon,6,MESA,7,10,margin,,
2021-09-10,"SA, AC, SC",Fallon,6,CHVI4,56,40,,,
2021-09-10,"SA, AC, SC",Fallon,6,FFFORB2,40,15,,,
2021-09-10,"SA, AC, SC",Fallon,7,MESA,10,25,,,
2021-09-10,"SA, AC, SC",Fallon,7,FFGRASS5,8,10,,,
2021-09-10,"SA, AC, SC",Fallon,7,COAR4,2,2,,,
2021-09-10,"SA, AC, SC",Fallon,7,FFFORB2,11,15,,,
2021-09-10,"SA, AC, SC",Fallon,7,AMRE,3,2,,,
2021-09-10,"SA, AC, SC",Fallon,7,CHVI4,1,2,,,
2021-09-10,"SA, AC, SC",Fallon,8,HEAN3,1,10,margin,,
2021-09-10,"SA, AC, SC",Fallon,8,AMRE,1,1,,,
2021-09-10,"SA, AC, SC",Fallon,8,COAR4,5,5,,,
2021-09-10,"SA, AC, SC",Fallon,8,BASC5,1,10,,,
2021-09-10,"SA, AC, SC",Fallon,8,FFFORB2,1,1,,,
2021-09-10,"SA, AC, SC",Fallon,8,BRTE,15,5,,,
2021-09-10,"SA, AC, SC",Fallon,8,FFGRASS4,12,10,,,
2021-09-10,"SA, AC, SC",Fallon,9,MEOF,7,15,margin,,
2021-09-10,"SA, AC, SC",Fallon,9,PLLA,20,20,,,
2021-09-10,"SA, AC, SC",Fallon,9,MESA,5,25,,,
2021-09-10,"SA, AC, SC",Fallon,9,PACA6,1,2,,,
2021-09-10,"SA, AC, SC",Fallon,9,ASSP,3,5,,,
2021-09-10,"SA, AC, SC",Fallon,9,COAR4,4,5,,,
2021-09-10,"SA, AC, SC",Fallon,9,IVAX,10,20,aster,,
2021-09-10,"SA, AC, SC",Fallon,12,SAVE4,1,95,sagebrush area,,
2021-09-10,"SA, AC, SC",Fallon,12,SUMO,2,2,,,
2021-09-10,"SA, AC, SC",Fallon,13,,,,bare soil,,
2021-09-10,"SA, AC, SC",Fallon,14,,,,bare dirt road,,
2021-09-10,"SA, AC, SC",Fallon,15,SATR12,2,1,sagebrush area,,
2021-09-10,"SA, AC, SC",Fallon,16,,,,bare soil,,
2021-09-10,"SA, AC, SC",Fallon,17,SAVE4,2,85,sagebrush area,,
2021-09-10,"SA, AC, SC",Fallon,18,SAVE4,1,3,sagebrush area,,
2021-09-10,"SA, AC, SC",Fallon,20,FLFORB2,1,1,mowed field,,
2021-09-10,"SA, AC, SC",Fallon,20,UNKGRASS,32,30,"trimmed grass, unidentifiable",,
2021-09-10,"SA, AC, SC",Fallon,23,MESA,4,20,margin,,
2021-09-10,"SA, AC, SC",Fallon,23,PLLA,6,30,,,
2021-09-10,"SA, AC, SC",Fallon,23,COAR4,5,10,,,
2021-09-10,"SA, AC, SC",Fallon,23,CIIN,1,2,,,
2021-09-10,"SA, AC, SC",Fallon,23,ACRE3,10,20,,,
2021-09-10,"SA, AC, SC",Fallon,24,MESA,90,80,alfalfa field,,
2021-09-10,"SA, AC, SC",Fallon,25,MESA,5,20,margin,,
2021-09-10,"SA, AC, SC",Fallon,25,BASC5,13,20,,,
2021-09-10,"SA, AC, SC",Fallon,25,ACRE3,20,30,,,
2021-09-10,"SA, AC, SC",Fallon,25,FLGRASS2,4,2,,,
2021-09-10,"SA, AC, SC",Fallon,25,FFGRASS6,52,10,,,
2021-09-10,"SA, AC, SC",Fallon,26,PLLA,1,10,margin,,
2021-09-10,"SA, AC, SC",Fallon,26,CHVI4,25,45,,,
2021-09-10,"SA, AC, SC",Fallon,26,DAST,1,15,,,
2021-09-10,"SA, AC, SC",Fallon,26,BASC5,2,5,,,
2021-09-10,"SA, AC, SC",Fallon,26,COAR4,8,10,,,
2021-09-10,"SA, AC, SC",Fallon,26,FLGRASS2,2,2,,,
2021-09-10,"SA, AC, SC",Fallon,26,ELEL5,2,5,,,
2021-09-10,"SA, AC, SC",Fallon,26,CUPE3,1,5,,,
2021-09-10,"SA, AC, SC",Fallon,27,MESA,30,15,alfalfa field,,
2021-09-10,"SA, AC, SC",Fallon,28,CATTAILS,3,5,,,
2021-09-10,"SA, AC, SC",Fallon,28,BASC5,1,15,,,
2021-09-10,"SA, AC, SC",Fallon,28,FLGRASS2,3,15,,,
2021-09-10,"SA, AC, SC",Fallon,28,FFGRASS7,3,35,,,
2021-09-10,"SA, AC, SC",Fallon,28,SACU,1,5,,,
2021-09-10,"SA, AC, SC",Fallon,30,PLLA,12,20,,,
2021-09-10,"SA, AC, SC",Fallon,30,DAST,5,10,,,
2021-09-10,"SA, AC, SC",Fallon,30,COAR4,5,2,,,
2021-09-10,"SA, AC, SC",Fallon,30,MESA,2,5,,,
2021-09-10,"SA, AC, SC",Fallon,30,PACA6,1,2,,,
2021-09-10,"SA, AC, SC",Fallon,30,FLGRASS2,9,2,margin,,
2021-09-10,"SA, AC, SC",Fallon,30,CHVI4,3,5,,,
2021-09-10,"SA, AC, SC",Fallon,30,ELEL5,15,40,,,
2021-09-10,"SA, AC, SC",Fallon,30,FLGRASS4,1,1,,,
2021-09-10,"SA, AC, SC",Fallon,31,PLLA,12,60,margin,,
2021-09-10,"SA, AC, SC",Fallon,31,ELEL5,1,5,,,
2021-09-10,"SA, AC, SC",Fallon,31,CHVI4,1,1,,,
2021-09-10,"SA, AC, SC",Fallon,31,FFGRASS7,5,10,,,
2021-09-10,"SA, AC, SC",Fallon,32,MESA,45,50,,,
2021-09-10,"SA, AC, SC",Fallon,37,MESA,12,10,alfalfa field,,
2021-09-10,"SA, AC, SC",Fallon,37,FFFORB1,1,1,,,
2021-09-10,"SA, AC, SC",Fallon,37,PLLA,1,2,,,
2021-09-10,"SA, AC, SC",Fallon,38,POOL,22,5,hay field,,
2021-09-10,"SA, AC, SC",Fallon,38,CHVI4,64,5,,,
2021-09-10,"SA, AC, SC",Fallon,38,MESA,10,5,,,
2021-09-10,"SA, AC, SC",Fallon,39,MESA,45,10,hay field,,
2021-09-10,"SA, AC, SC",Fallon,39,CHVI4,7,2,,,
2021-09-10,"SA, AC, SC",Fallon,40,MESA,10,5,alfalfa field,,
2021-09-10,"SA, AC, SC",Fallon,40,CHVI4,100,60,,,
2021-09-10,"SA, AC, SC",Fallon,40,POOL,1,1,,,
2021-09-10,"SA, AC, SC",Fallon,41,,,,junkyard,,
2021-09-10,"SA, AC, SC",Fallon,42,GRS7,200,100,riverbank,,
2021-09-10,"SA, AC, SC",Fallon,43,ZEMA,14,75,cornfield,,
2021-09-10,"SA, AC, SC",Fallon,47,CHVI4,8,5,margin,,
2021-09-10,"SA, AC, SC",Fallon,47,AMRE,13,10,,,
2021-09-10,"SA, AC, SC",Fallon,47,FLGRASS2,1,2,,,
2021-09-10,"SA, AC, SC",Fallon,47,FFGRASS6,4,2,,,
2021-09-10,"SA, AC, SC",Fallon,47,POOL,5,2,,,
2021-09-10,"SA, AC, SC",Fallon,47,COAR4,1,2,,,
2021-09-10,"SA, AC, SC",Fallon,47,FFGRASS4,4,2,,,
2021-09-10,"SA, AC, SC",Fallon,48,AMRE,4,5,margin,,
2021-09-10,"SA, AC, SC",Fallon,48,FFGRASS4,10,10,,,
2021-09-10,"SA, AC, SC",Fallon,48,FFGRASS6,1,5,,,
2021-09-10,"SA, AC, SC",Fallon,48,POOL,2,5,,,
2021-09-10,"SA, AC, SC",Fallon,49,MESA,25,30,alfalfa field,,
2021-09-10,"SA, AC, SC",Fallon,49,FFGRASS4,1,3,,,
2021-09-10,"SA, AC, SC",Fallon,49,CHVI4,1,3,,,
2021-09-10,"SA, AC, SC",Fallon,50,POOL,4,20,margin,,
2021-09-10,"SA, AC, SC",Fallon,50,FFGRASS4,3,20,,,
2021-09-10,"SA, AC, SC",Fallon,50,CHVI4,1,15,,,
2021-09-10,"SA, AC, SC",Fallon,50,ERCE6,8,1,,,
2021-09-10,"SA, AC, SC",Fallon,50,FFGRASS6,1,15,,,
2021-09-10,"SA, AC, SC",Fallon,50,AMRE,1,1,,,
2021-09-10,"SA, AC, SC",Fallon,51,MESA,50,75,alfalfa field,,
2021-09-10,"SA, AC, SC",Fallon,52,CHVI4,4,10,,,
2021-09-10,"SA, AC, SC",Fallon,52,FLGRASS2,6,75,,,
2021-09-10,"SA, AC, SC",Fallon,52,AMRE,4,3,,,
2021-09-10,"SA, AC, SC",Fallon,52,FFGRASS4,3,3,,,
2021-09-10,"SA, AC, SC",Fallon,53,CHVI4,2,5,margin,,
2021-09-10,"SA, AC, SC",Fallon,53,FFGRASS4,7,10,,,
2021-09-10,"SA, AC, SC",Fallon,53,AMRE,12,15,,,
2021-09-10,"SA, AC, SC",Fallon,54,AMRE,9,20,margin,,
2021-09-10,"SA, AC, SC",Fallon,54,FFGRASS4,13,15,,,
2021-09-10,"SA, AC, SC",Fallon,54,COAR4,1,1,,,
2021-09-10,"SA, AC, SC",Fallon,55,MESA,35,40,alfalfa field,,
2021-09-10,"SA, AC, SC",Fallon,55,FFGRASS4,7,5,,,
2021-09-10,"SA, AC, SC",Fallon,55,FLGRASS2,1,1,,,
2021-09-10,"SA, AC, SC",Fallon,56,POOL,2,5,,,
2021-09-10,"SA, AC, SC",Fallon,56,AMRE,3,3,,,
2021-09-10,"SA, AC, SC",Fallon,56,FLGRASS2,2,5,,,
2021-09-10,"SA, AC, SC",Fallon,56,FFGRASS4,3,10,,,
2021-09-10,"SA, AC, SC",Fallon,57,ATCA2,1,85,sagebrush area,,
2021-09-10,"SA, AC, SC",Fallon,45,MESA,40,50,alfalfa field,,
2021-09-11,"SA, AC, SC",Yerington,1,,,,bare soil,,
2021-09-11,"SA, AC, SC",Yerington,5,TECA2,1,60,brush,,
2021-09-11,"SA, AC, SC",Yerington,5,ALDE,1,1,,,
2021-09-11,"SA, AC, SC",Yerington,8,SAVE4,1,20,,,
2021-09-11,"SA, AC, SC",Yerington,8,ALDE,1,1,,,
2021-09-11,"SA, AC, SC",Yerington,7,,,,brush/bare soil,,
2021-09-11,"SA, AC, SC",Yerington,9,SAVE4,3,10,brush,,
2021-09-11,"SA, AC, SC",Yerington,14,HAGL,8,1,,,
2021-09-11,"SA, AC, SC",Yerington,14,ALDE,5,1,,,
2021-09-11,"SA, AC, SC",Yerington,28,BRTE,16,5,brush,,
2021-09-11,"SA, AC, SC",Yerington,28,HAGL,1,1,,,
2021-09-11,"SA, AC, SC",Yerington,28,SATR12,3,1,,,
2021-09-11,"SA, AC, SC",Yerington,28,SAVE4,1,5,,,
2021-09-11,"SA, AC, SC",Yerington,27,,,,bare soil,,
2021-09-11,"SA, AC, SC",Yerington,30,BRTE,23,5,brush,,
2021-09-11,"SA, AC, SC",Yerington,30,SATR12,1,1,,,
2021-09-11,"SA, AC, SC",Yerington,30,ERBR7,2,1,,,
2021-09-11,"SA, AC, SC",Yerington,32,SAVE4,3,35,brush,,
2021-09-11,"SA, AC, SC",Yerington,33,,,,bare soil/plowed field,,
2021-09-11,"SA, AC, SC",Yerington,35,,,,bare soil/plowed field,,
2021-09-11,"SA, AC, SC",Yerington,36,,,,bare soil/plowed field,,
2021-09-11,"SA, AC, SC",Yerington,34,ZEMA,4,10,cornfield,,
2021-09-11,"SA, AC, SC",Yerington,34,FLFORB2,24,80,,,
2021-09-11,"SA, AC, SC",Yerington,34,BASC5,6,10,,,
2021-09-11,"SA, AC, SC",Yerington,31,,,,bare dirt road,,
2021-09-11,"SA, AC, SC",Yerington,29,MESA,60,95,alfalfa field,,
2021-09-11,"SA, AC, SC",Yerington,26,ZEMA,3,10,,,
2021-09-11,"SA, AC, SC",Yerington,26,FFGRASS4,30,80,,,
2021-09-11,"SA, AC, SC",Yerington,25,ATTO,2,30,brush,,
2021-09-11,"SA, AC, SC",Yerington,23,ZEMA,4,40,mature corn/inaccessible,,
